lat,rmse
-60.0,0.6181173320411402
-58.0,0.5909642437183014
-56.0,0.7337343383004497
-54.0,0.8518818670428523
-52.0,1.0660960521676428
-50.0,1.390283975826497
-48.0,1.2643178920660194
-46.0,1.2005691803431318
-44.0,1.2688554308515552
-42.0,1.386090342136016
-40.0,1.3458083398271252
-38.0,1.414109804176018
-36.0,1.6509441911035674
-34.0,1.9400771913045491
-32.0,2.039017098631368
-30.0,1.9001204023401426
-28.0,1.9053561109209234
-26.0,1.742969564339946
-24.0,1.6863619411947963
-22.0,1.5737073162580355
-20.0,1.5194624880064977
-18.0,1.5632442954885315
-16.0,1.8744117041308754
-14.0,1.795562800256585
-12.0,2.1676256502935374
-10.0,1.7774964668120536
-8.0,1.7701667418755924
-6.0,1.9536181451618206
-4.0,2.0933830532476074
-2.0,2.388021041797
0.0,2.2303306819311617
2.0,3.54280632750145
4.0,3.512260219652306
6.0,3.225720947021751
8.0,2.3752656674649186
10.0,1.8377313700727351
12.0,1.307929738280024
14.0,1.1704821051956307
