lat,rmse
-60.0,0.6184980098164851
-58.0,0.6000953516678772
-56.0,0.7466381862371326
-54.0,0.868861940908524
-52.0,1.085533306406119
-50.0,1.4793200384624516
-48.0,1.2691317283599581
-46.0,1.203128447779376
-44.0,1.2976857184416895
-42.0,1.4850602723855137
-40.0,1.430265986786169
-38.0,1.4287290364257086
-36.0,1.6543682797589518
-34.0,1.9303216898003406
-32.0,2.0065627061224083
-30.0,1.8952780901439517
-28.0,1.883115605271186
-26.0,1.720175974365686
-24.0,1.6671980006068405
-22.0,1.5738517827604108
-20.0,1.492187339666125
-18.0,1.611165555102078
-16.0,2.013874116936254
-14.0,1.9204273202000979
-12.0,2.2239246793390137
-10.0,1.8731398160007342
-8.0,1.8507757871911668
-6.0,2.0509988249248736
-4.0,2.4314332798925284
-2.0,3.1152939318099433
0.0,2.70825507558739
2.0,3.8203959085353967
4.0,3.5573614762357266
6.0,3.4537612299837117
8.0,2.6227152000530025
10.0,1.8336630360989639
12.0,1.2798271960037892
14.0,1.158925716634822
